accepted_source	accepted_relation	accepted_consumer	accepted_declaration_source	accepted_fingerprint	proposed_source	proposed_relation	proposed_consumer	proposed_declaration_source	proposed_fingerprint	disposition
workflow.verification.differential-evidence	fixture-projection	evaluation/standards-effectiveness/fixtures/contracts/generated-contract-conformance-decisions.tsv	evaluation/standards-effectiveness/policy-impact/workflow.verification.toml	sha256:b644f7e18b50a79884097786510ef75f83c08dab1da61a080010152e859a5938	workflow.verification.differential-evidence	fixture-projection	evaluation/standards-effectiveness/fixtures/contracts/generated-contract-conformance-decisions.tsv	evaluation/standards-effectiveness/policy-impact/workflow.verification.toml	sha256:b644f7e18b50a79884097786510ef75f83c08dab1da61a080010152e859a5938	retain
workflow.verification.evidence-oracle-boundary	enforcement-suite-projection	evidence-oracle-boundaries	evaluation/standards-effectiveness/policy-impact/workflow.verification.toml	sha256:c8749922de9089b659a44afd52ddbd46f09d314ab4829707950486eeb6c6ba34	workflow.verification.evidence-oracle-boundary	enforcement-suite-projection	evidence-oracle-boundaries	evaluation/standards-effectiveness/policy-impact/workflow.verification.toml	sha256:c8749922de9089b659a44afd52ddbd46f09d314ab4829707950486eeb6c6ba34	retain
workflow.verification.evidence-oracle-boundary	fixture-projection	evaluation/standards-effectiveness/fixtures/verification/evidence-oracle-decisions.tsv	evaluation/standards-effectiveness/policy-impact/workflow.verification.toml	sha256:50746ffa6447c8a8749af1bf66b653f78a32494f96507db4b73ca61bda36be32	workflow.verification.evidence-oracle-boundary	fixture-projection	evaluation/standards-effectiveness/fixtures/verification/evidence-oracle-decisions.tsv	evaluation/standards-effectiveness/policy-impact/workflow.verification.toml	sha256:50746ffa6447c8a8749af1bf66b653f78a32494f96507db4b73ca61bda36be32	retain
workflow.verification.evidence-oracle-boundary	normative-consumer	workflow.documentation	evaluation/standards-effectiveness/policy-impact/workflow.verification.toml	sha256:5bd4a2b67e18c71250a38c5c5c16190d709e5be01243af33a75a69ea3dae8397	workflow.verification.evidence-oracle-boundary	normative-consumer	workflow.documentation	evaluation/standards-effectiveness/policy-impact/workflow.verification.toml	sha256:5bd4a2b67e18c71250a38c5c5c16190d709e5be01243af33a75a69ea3dae8397	retain
workflow.verification.evidence-oracle-boundary	prompt-projection	prompts/implement-plan.md	evaluation/standards-effectiveness/policy-impact/workflow.verification.toml	sha256:84900bf3a3fc8af9d15eab677238c8a84b6acefa84636e6dd357682f4360d534	workflow.verification.evidence-oracle-boundary	prompt-projection	prompts/implement-plan.md	evaluation/standards-effectiveness/policy-impact/workflow.verification.toml	sha256:84900bf3a3fc8af9d15eab677238c8a84b6acefa84636e6dd357682f4360d534	retain
workflow.verification.evidence-oracle-boundary	prompt-projection	prompts/planning.md	evaluation/standards-effectiveness/policy-impact/workflow.verification.toml	sha256:37d459a4f9d47e64bcada65d038fa23e9c13480f2d477a6585d84ffef3a2b312	workflow.verification.evidence-oracle-boundary	prompt-projection	prompts/planning.md	evaluation/standards-effectiveness/policy-impact/workflow.verification.toml	sha256:37d459a4f9d47e64bcada65d038fa23e9c13480f2d477a6585d84ffef3a2b312	retain
workflow.verification.evidence-oracle-boundary	template-projection	templates/PLAN-TEMPLATE.md	evaluation/standards-effectiveness/policy-impact/workflow.verification.toml	sha256:cd8e7f8b828355426b13e8b65d0969465fac0245be8852305965b82221bc6b72	workflow.verification.evidence-oracle-boundary	template-projection	templates/PLAN-TEMPLATE.md	evaluation/standards-effectiveness/policy-impact/workflow.verification.toml	sha256:cd8e7f8b828355426b13e8b65d0969465fac0245be8852305965b82221bc6b72	retain
workflow.verification.negative-fixture-isolation	enforcement-suite-projection	evidence-oracle-boundaries	evaluation/standards-effectiveness/policy-impact/workflow.verification.toml	sha256:2d579f04382b4969284bd7f12a22ff9e6f386516373dcaa9247da88b276519ba	workflow.verification.negative-fixture-isolation	enforcement-suite-projection	evidence-oracle-boundaries	evaluation/standards-effectiveness/policy-impact/workflow.verification.toml	sha256:2d579f04382b4969284bd7f12a22ff9e6f386516373dcaa9247da88b276519ba	retain
workflow.verification.negative-fixture-isolation	enforcement-suite-projection	systemic-finding-replanning	evaluation/standards-effectiveness/policy-impact/workflow.verification.toml	sha256:c224646f424f2642b19d449cb2d286b549820fc41aac7a59fe8c2f666c46f805	workflow.verification.negative-fixture-isolation	enforcement-suite-projection	systemic-finding-replanning	evaluation/standards-effectiveness/policy-impact/workflow.verification.toml	sha256:c224646f424f2642b19d449cb2d286b549820fc41aac7a59fe8c2f666c46f805	retain
workflow.verification.negative-fixture-isolation	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/systemic-finding-missing-audit.md	evaluation/standards-effectiveness/policy-impact/workflow.verification.toml	sha256:e9b216fc6c98e096c41a85cabad1a5b21840b9d401203ed1a326d464810bbea2	workflow.verification.negative-fixture-isolation	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/systemic-finding-missing-audit.md	evaluation/standards-effectiveness/policy-impact/workflow.verification.toml	sha256:e9b216fc6c98e096c41a85cabad1a5b21840b9d401203ed1a326d464810bbea2	retain
					topic.architecture.immutable-authority-closure	implementation-projection	tools/graph_engine/graph_engine/projection.py	evaluation/standards-effectiveness/policy-impact/topic.architecture.toml	sha256:2d650f8a1e824b5b220948d5642a557ef50f7e4e7d3410d56e848856f2f6ac05	add
					topic.architecture.immutable-authority-closure	implementation-projection	tools/graph_engine/graph_engine/registry.py	evaluation/standards-effectiveness/policy-impact/topic.architecture.toml	sha256:e17be05522df415bb907562d9e8046d80554307ad3671b3b244cd82d225ad768	add
					topic.architecture.immutable-authority-closure	implementation-projection	tools/standards_analysis/standards_analysis/authority.py	evaluation/standards-effectiveness/policy-impact/topic.architecture.toml	sha256:299ed8af895095f0345ba8c100a034c92e3ea92d653918241864ced4c84811a6	add
					topic.architecture.immutable-authority-closure	implementation-projection	tools/standards_analysis/standards_analysis/trust.py	evaluation/standards-effectiveness/policy-impact/topic.architecture.toml	sha256:22372516a9529e3acb6f8abdef2661cbf97118c203d8d36e26c27c0b56a4e080	add
					topic.architecture.immutable-authority-closure	implementation-projection	tools/standards_authority/standards_authority/closure.py	evaluation/standards-effectiveness/policy-impact/topic.architecture.toml	sha256:8776cad3dde4704e3a5ac41c5e353cc393a41ec8bebeee8eedbd108f87ae5020	add
					topic.architecture.immutable-authority-closure	implementation-projection	tools/standards_authority/standards_authority/envelope.py	evaluation/standards-effectiveness/policy-impact/topic.architecture.toml	sha256:1a79fe59a610c6e0118339d8b8cfe9ff892bcfc382bb275b756463d1fe66829c	add
					topic.architecture.immutable-authority-closure	implementation-projection	tools/standards_authority/standards_authority/errors.py	evaluation/standards-effectiveness/policy-impact/topic.architecture.toml	sha256:46e7d13df62bd74f02efd0c699fd96456c0ddd34c301e443577e6e646dd6ceb1	add
					topic.architecture.immutable-authority-closure	implementation-projection	tools/standards_authority/standards_authority/model.py	evaluation/standards-effectiveness/policy-impact/topic.architecture.toml	sha256:f296fe8e0114d47259c970e9896c997fbd9167fc928b4bdca027107b5b5cd91a	add
					topic.architecture.immutable-authority-closure	implementation-projection	tools/standards_authority/standards_authority/platform.py	evaluation/standards-effectiveness/policy-impact/topic.architecture.toml	sha256:5cf0f146f1ebb189aab61c9ab69df0ee5f4032ccd85e8e9b0b0baf1125e754c7	add
					topic.architecture.immutable-authority-closure	implementation-projection	tools/standards_authority/standards_authority/recovery.py	evaluation/standards-effectiveness/policy-impact/topic.architecture.toml	sha256:b1b50fd31be49b0e4a12df6f9cb089d1a1d751b34a29122719f24146fe40d3ba	add
					topic.architecture.immutable-authority-closure	implementation-projection	tools/standards_authority/standards_authority/store.py	evaluation/standards-effectiveness/policy-impact/topic.architecture.toml	sha256:1fc277d5c9a17ba54de848d86c725054a9d490b4f98d886d7a50a2d77784dd43	add
					topic.architecture.immutable-authority-closure	implementation-projection	tools/standards_engine/standards_engine/authority.py	evaluation/standards-effectiveness/policy-impact/topic.architecture.toml	sha256:d4985182ae3d88a2f989b64e2f1755639c9fe897ce0fcec8e6c88e904e71793a	add
					topic.architecture.immutable-authority-closure	implementation-projection	tools/standards_graph/standards_graph/authority.py	evaluation/standards-effectiveness/policy-impact/topic.architecture.toml	sha256:a58caf33766320371e03b85739e5e790e3dc8c70b616c760c2b65a2d1c8e5520	add
					topic.architecture.immutable-authority-closure	implementation-projection	tools/standards_metadata/standards_metadata/authority.py	evaluation/standards-effectiveness/policy-impact/topic.architecture.toml	sha256:2a9a74db39fa7f09072b13e60b872e3c8c2e7e63928573d4a86d7bfdc772d152	add
					topic.architecture.immutable-authority-closure	implementation-projection	tools/standards_policy_impact/standards_policy_impact/authority.py	evaluation/standards-effectiveness/policy-impact/topic.architecture.toml	sha256:8194f13f551802e61168996f564cd4c70d9536a2e64da04e52b2c54608a94c74	add
					topic.architecture.immutable-authority-closure	implementation-projection	tools/standards_policy_impact/standards_policy_impact/compiler.py	evaluation/standards-effectiveness/policy-impact/topic.architecture.toml	sha256:06d444247474d5e7b5601318f360375fd201e36e64e2cfb0b0f79a8f24dd99d3	add
					topic.contracts.generated-semantic-conformance	implementation-projection	tools/standards_contracts/standards_contracts/errors.py	evaluation/standards-effectiveness/policy-impact/topic.contracts.toml	sha256:0f9c65631704b557dde39c3ef3db3bfecf53eb05260380602349d24ab2e681ba	add
					topic.contracts.generated-semantic-conformance	implementation-projection	tools/standards_contracts/standards_contracts/model.py	evaluation/standards-effectiveness/policy-impact/topic.contracts.toml	sha256:09ccf2ffe6eb18cbe838519025b3d706ac80ac1d40123caf8ab146c9aabc3ba2	add
					topic.contracts.generated-semantic-conformance	implementation-projection	tools/standards_verifier/standards_verifier/checks/contract_projection.py	evaluation/standards-effectiveness/policy-impact/topic.contracts.toml	sha256:620e1e201b386c7dcf6815cf50d64eb851502cd937cc37bb478bc6cc2ad59711	add
					topic.contracts.identity-versus-instance-equality	implementation-projection	tools/standards_identity/standards_identity/errors.py	evaluation/standards-effectiveness/policy-impact/topic.contracts.toml	sha256:343068ca19643119cc68f9d11d6aa25c3fc647ff7993d9870c090cfce3d51f43	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_analysis/standards_analysis/routing.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:7bcbba23803914c91fbfa25650cec47d1fc1c808f1c46c3b125a6f7bddb04ae5	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_verifier/standards_verifier/checks/__init__.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:b5718b5586b86c44ff6f091673fd7e40b7ad5360a968e38a645338bfefc3c024	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_verifier/standards_verifier/repository_graph.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:82ef72bdd225e1d9f89120b131ddf4bb21cb52adbadc970e0559790f53971894	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_verifier/standards_verifier/generated_artifacts.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:55581922c229be3dea2466d741cfbeaf0f1a041c07f32b2e9bd8ab212477ccf4	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_verifier/standards_verifier/suite_inputs.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:d503186d51977d491529c314679a6ecf1c2186ee4d903528a44f05e644b86186	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_verifier/standards_verifier/checks/decision.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:d7516e0f2b55b152afd38f31348958b6472167925e30dd19f3bb8671bc346706	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_verifier/standards_verifier/checks/derived_evidence.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:fcf520c76e21cda13b3dcbe1e4b817ed8b06c60d09f770067b4482792ed6548a	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_verifier/standards_verifier/checks/edge_dispositions.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:f2d32f40c8f22f0094b9217630bfbb32651c7d5bc2dba360d72af819be2dac2a	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_verifier/standards_verifier/checks/exact_text.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:0576a6ae42af75b3b378a50d5987964b5bc534158ee851a85b5291108fcb2407	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_verifier/standards_verifier/checks/git_index_paths.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:3584787093dde98b53ebd7ee444e66b94964cb51d9daaf84b1527b026063386b	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_authority/standards_authority/git_index.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:fc80d847261884a8980bf4f148ed0e96fffcf5ee1a13f307cb3bf3d08592581c	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_verifier/standards_verifier/checks/inclusion.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:a0a3e20ed95c443212fc3e59f260ddbe511437570d8dd8fa8185edc052880449	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_verifier/standards_verifier/checks/keyed_relation.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:9bace24958c67b8a2f64d685d6f53f3f59f1d393d9b431db7eacd79282996214	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_verifier/standards_verifier/checks/line_budget.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:0b32f834a4da40c3059d8c7bd98cabf13a71aeb02bddf1accfce0d4a8e6f9f36	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_verifier/standards_verifier/checks/markdown_heading_cardinality.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:e94186e92daf4e1db91fc4fad41fef7a98b778477170bd4de141ad41e360997a	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_verifier/standards_verifier/checks/markdown_headings.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:89551e9dd29611fd4bb91e8d3d70dfad6ab3677cc4b969f4e655ebe7690c7c8b	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_verifier/standards_verifier/checks/markdown_link_coverage.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:bcd5d7ba3c9886e1751a88611b7da0f9f18b0a6e9a2cff81ac9af69fc623d10c	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_verifier/standards_verifier/checks/markdown_links.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:15384a7222991458705fb80161e437157c617bf768ebe5f3872a064a05a1f995	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_verifier/standards_verifier/checks/markdown_section_text.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:30e33e464424359fbe6c055fb5bbebdb1e6c63f881cf3d1cfa3a4474b365847c	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_verifier/standards_verifier/checks/markdown_structure.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:fac5bc56cc024efd7ef74e6ce559ad4fe114a224797545886f6924fa5238f3b7	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_verifier/standards_verifier/checks/metadata.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:0dd6d6a64201a96cfcfdf8a4aff0ead76fc3156ac4333d17f0d69f398a033a12	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_verifier/standards_verifier/checks/metadata_route.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:434c6ee44e89eb94881a6084d4aa73b7d42586374106548777bc806019f20174	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_verifier/standards_verifier/checks/migration_python_dispositions.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:5be53edc29ca5c9e3e52ccae513e26db26e7f7067fdc4bf63be749fbf61eac4c	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_verifier/standards_verifier/checks/numeric_lifecycle.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:2c978dbc6d7d092a7f6971c84be5d62b4266ff79441f8414c38aa0efb04ae3ef	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_verifier/standards_verifier/inventory.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:19721ca18fca8053db6f8cb803204ff9d661abf0aac1e389e2bb863366de8d4e	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_verifier/standards_verifier/checks/path_state.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:6e79f563ee189ec30777eceb704597094c280176e4bd09b8a4a93db9a77c9748	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_verifier/standards_verifier/checks/policy_impact.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:2ce223d97399afae136dbd89cdec46ec56bb63dae9d453c6b737a96bed9f9434	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_verifier/standards_verifier/checks/reference_inventory.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:2782f71f8027841380ff1c56bb5e794297b424131d0d8df4f6296e8caff054d7	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_verifier/standards_verifier/checks/relation.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:f2bd1cf74f05a42a121641173b355e37e6791791b00705b2d7779fb2508a8378	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_verifier/standards_verifier/checks/table.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:a0a0aa88242b73eabf39fec3f59510688af0eeac0e9dc1ec34cce8c3e7c0b544	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_verifier/standards_verifier/checks/text.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:800fa06f8bbea4f4be2eb4edb85876a10adea1b1cb8c1d89ae81feb51455729a	add
					topic.dependencies.requirement-and-ownership	implementation-projection	tools/standards_verifier/standards_verifier/model.py	evaluation/standards-effectiveness/policy-impact/topic.dependencies.toml	sha256:c1b97575f8c392467276e52f6c32003180a994099ed2dbbfed4b3cab063ed898	add
